l1_data_hits mean,l1_data_hits std,l1_data_misses mean,l1_data_misses std,l1_instruction_hits mean,l1_instruction_hits std,l1_instruction_misses mean,l1_instruction_misses std,l2_hits mean,l2_hits std,l2_misses mean,l2_misses std,l1_energy_consumption mean,l1_energy_consumption std,l2_energy_consumption mean,l2_energy_consumption stdtotal_energy_consumption mean,total_energy_consumption std,total_time mean,total_time std,average_memory_access_time mean,average_memory_access_time std
265486.3,10.77543502602099,13297.7,10.775435026020991,721093.0,0.0,123.0,0.0,7353.15,20.991129078732282,6067.55,19.306669831951858,0.0014903325217500002,2.480333870292095e-06,0.0009957336404,2.1064177825214705e-06,0.004837912914550001,1.628782790203564e-05,0.0009903325217500002,2.480333870292095e-06,0.971401588130328,0.002426306180416485
265489.9666666667,12.281377049102526,13294.033333333333,12.281377049102522,721093.0,0.0,123.0,0.0,7331.166666666667,40.956955724543576,6085.866666666667,34.030117379887024,0.0014927496575,4.231691971254651e-06,0.0009977186128333334,3.491716549560584e-06,0.004853845421,2.7881061480741623e-05,0.0009927496574999998,4.2316919712546506e-06,0.973758448508999,0.004128572063122591
229997.0,0.0,1460.0,0.0,767392.0,0.0,1151.0,0.0,1193.8,0.7483314773547883,1417.2,0.7483314773547883,0.0010862611245,1.6710876496239154e-07,0.0004993165781,1.3617625435254915e-07,0.0023399567722,1.1026003945081175e-06,0.0005862611245000001,1.671087649623821e-07,0.5839090220649361,0.00016604460201915654
229997.0,0.0,1460.0,0.0,767392.0,0.0,1151.0,0.0,1194.4,0.8,1416.6,0.8,0.0010861020622499999,1.9815011743294597e-07,0.0004991861765500001,1.6210043296409926e-07,0.002338908093599999,1.3067481092708564e-06,0.0005861020622500001,1.9815011743295505e-07,0.5837509467856898,0.00019690911314269863
229997.0,0.0,1460.0,0.0,767392.0,0.0,1151.0,0.0,1194.6,0.7118052168020875,1416.4,0.7118052168020875,0.0010860490414999998,1.7832006585608497e-07,0.0004991427093666667,1.4593317751160297e-07,0.0023385585340666673,1.1759155930920953e-06,0.0005860490414999998,1.7832006585609495e-07,0.5836982550259411,0.00017720508547049618
172033.0,0.0,367.0,0.0,827138.0,0.0,462.0,0.0,87.0,0.0,742.0,0.0,0.0010414880000000001,0.0,0.00044197081499999997,5.421010862427522e-20,0.002065524095,0.0,0.0005414879999999999,1.0842021724855044e-19,0.5406386566703708,0.0
172033.0,0.0,367.0,0.0,827138.0,0.0,462.0,0.0,87.0,0.0,742.0,0.0,0.0010414880000000001,0.0,0.00044197081499999997,5.421010862427522e-20,0.002065524095,0.0,0.0005414879999999999,1.0842021724855044e-19,0.5406386566703708,0.0
172033.0,0.0,367.0,0.0,827138.0,0.0,462.0,0.0,87.0,0.0,742.0,0.0,0.0010414880000000001,0.0,0.0004419708149999999,1.0842021724855044e-19,0.002065524095,0.0,0.0005414879999999999,1.0842021724855044e-19,0.5406386566703708,0.0
374197.5,1.8027756377319946,10258.5,1.8027756377319946,615454.0,0.0,90.0,0.0,1723.7,7.071774883294858,8624.8,7.0398863627192165,0.0017340277124999997,4.721087699209037e-07,0.0011651834365,4.30828810298729e-07,0.006475065241,3.071999012727349e-06,0.0012340277125,4.7210876992090374e-07,1.2110500928643535,0.0004557094749082343
374202.95,5.953780311701129,10253.05,5.95378031170113,615454.0,0.0,90.0,0.0,1752.15,29.276739914136616,8590.9,34.73312539924963,0.0017309527647499999,3.135324890562169e-06,0.0011625082118,2.729263538616675e-06,0.00645494763535,2.0511662259667645e-05,0.0012309527647500003,3.135324890562169e-06,1.2080789373094976,0.0030296134290034287
374207.1,7.807475050659252,10248.9,7.807475050659249,615454.0,0.0,90.0,0.0,1767.3,32.257453918952336,8571.6,39.57490787523495,0.0017292634390000002,3.521048524603232e-06,0.0011610262310333334,3.075211460583055e-06,0.006443907675900001,2.3024697125916965e-05,0.001229263439,3.5210485246032315e-06,1.2064487312717669,0.003400253486287535
200000.0,0.0,231.0,0.0,799414.0,0.0,357.0,0.0,46.0,0.0,542.0,0.0,0.0010301454999999998,2.168404344971009e-19,0.00043020565500000006,0.0,0.0019932136350000003,0.0,0.0005301445000000001,1.0842021724855044e-19,0.5295450549977424,1.1102230246251565e-16
200000.0,0.0,231.0,0.0,799414.0,0.0,357.0,0.0,46.0,0.0,542.0,0.0,0.0010301454999999998,2.168404344971009e-19,0.00043020565500000006,0.0,0.001993213635,4.336808689942018e-19,0.0005301444999999999,1.0842021724855044e-19,0.5295450549977424,1.1102230246251565e-16
200000.0,0.0,231.0,0.0,799414.0,0.0,357.0,0.0,46.0,0.0,542.0,0.0,0.0010301454999999998,2.168404344971009e-19,0.000430205655,5.421010862427522e-20,0.001993213635,4.336808689942018e-19,0.0005301444999999999,1.0842021724855044e-19,0.5295450549977424,1.1102230246251565e-16
214476.0,3.1304951684997055,6009.0,3.1304951684997055,764712.7,5.967411499134277,14802.3,5.967411499134277,18090.5,15.10132444522665,2720.8,11.889491158161478,0.0012549626415000001,6.935676532755978e-07,0.0008307608827000001,5.432873453186631e-07,0.0032580042034,4.603284434651707e-06,0.0007549626415,6.935676532756031e-07,0.7376052347896994,0.0006705539731202354
214476.1,2.3853720883753127,6008.9,2.3853720883753127,764706.8,7.297944916207575,14808.2,7.297944916207575,18208.1,118.19132793906667,2609.0,112.21586340620473,0.0012476909912500001,7.292232006645833e-06,0.0008250749822500001,5.702146212282606e-06,0.0032097861115000003,4.835468922711645e-05,0.00074769099125,7.292232006645817e-06,0.73057570242435,0.0070494222833101024
214476.2,2.0396078054371136,6008.8,2.0396078054371136,764704.4666666667,6.834877874223909,14810.533333333333,6.834877874223912,18255.733333333334,117.73272933027398,2563.6,111.91711218576005,0.0012448460261666667,7.188468830951851e-06,0.0008228473190999999,5.623492230442795e-06,0.003190924358866667,4.766406370082983e-05,0.0007448460261666667,7.188468830951847e-06,0.7278265687569452,0.006948257103228976
259687.7,0.6403124237432849,3131.3,0.6403124237432849,736702.0,0.0,479.0,0.0,687.1,1.7578395831246947,2923.2,2.039607805437114,0.00117737508,2.999238612214928e-07,0.0005979599865000001,2.5781670525874117e-07,0.0029165856585000004,1.9659395012676647e-06,0.00067737508,2.999238612215007e-07,0.6729781765814297,0.0002968446534960367
259687.85,0.4769696007084729,3131.15,0.4769696007084729,736702.0,0.0,479.0,0.0,691.55,4.620335485654695,2918.6,4.8207883172775805,0.0011760722365,1.3216192669601156e-06,0.0005969018029499999,1.0750528367822005e-06,0.00290798620665,8.72187072146364e-06,0.0006760722365,1.3216192669601652e-06,0.6716869539153795,0.0013097930892132957
259687.9,0.39581140290126393,3131.1,0.395811402901264,736702.0,0.0,479.0,0.0,693.0333333333333,4.316505788507901,2917.0666666666666,4.493946545694057,0.0011753279863333337,1.5075039698244886e-06,0.0005963010999,1.2216270590526049e-06,0.0029030699592999996,9.953196038760386e-06,0.0006753279863333333,1.5075039698244867e-06,0.6709485864902204,0.0014947823468522208
239225.9,1.6401219466856725,12086.1,1.6401219466856725,747777.0,0.0,911.0,0.0,6537.1,20.062153423797756,6460.0,19.662146373170962,0.0014954960934999999,1.7324123456440776e-06,0.0009693650983000001,1.3766621890795697e-06,0.0049027196726,1.146630749163874e-05,0.0009954960934999999,1.7324123456441109e-06,0.9764962770185628,0.0016818258166633098
239225.3,2.794637722496424,12086.7,2.794637722496424,747777.0,0.0,911.0,0.0,6630.4,95.93143384730577,6367.3,95.44375306954353,0.00148594660825,9.820780669667787e-06,0.00096169054035,7.892023788883972e-06,0.0048396059842000004,6.490747102208404e-05,0.00098594660825,9.820780669667805e-06,0.9672155737397817,0.009544315070444238
239226.56666666668,3.2831218205983297,12085.433333333332,3.28312182059833,747777.0,0.0,911.0,0.0,6659.566666666667,89.74767715966556,6336.866666666667,90.21409104027055,0.0014836197300000002,8.774012280362763e-06,0.0009598201168333332,7.051849268627396e-06,0.004824227772166666,5.798815449050318e-05,0.0009836197300000001,8.774012280362775e-06,0.9649630461590651,0.008522330411151732
194152.0,0.0,2877.0,0.0,802502.0,0.0,469.0,0.0,375.0,0.0,2971.0,0.0,0.0011848865360000003,2.9644969367330933e-07,0.0006013320338000001,2.3715975493862963e-07,0.0029689087746,1.960362913816487e-06,0.0006848865359999999,2.9644969367329657e-07,0.6805872662391672,0.0002945887763729479
194152.0,0.0,2877.0,0.0,802502.0,0.0,469.0,0.0,375.0,0.0,2971.0,0.0,0.0011817368510000001,3.163091631627442e-06,0.0005988122858000001,2.5304733053019573e-06,0.0029480805336000006,2.0916896390788112e-05,0.0006817368509999999,3.1630916316274296e-06,0.6774573529017198,0.0031432358110092965
194152.0,0.0,2877.0,0.0,802502.0,0.0,469.0,0.0,375.0,0.0,2971.0,0.0,0.001179593732,3.981999139842433e-06,0.0005970977906000002,3.1855993118739586e-06,0.002933908513533334,2.6332169009418732e-05,0.0006795937319999999,3.9819991398424426e-06,0.6753276870012134,0.003957002753448913
293868.8,1.469693845669907,5631.2,1.469693845669907,691885.2,2.2715633383201097,8614.8,2.2715633383201093,11916.2,12.568213874691981,2329.8,11.805083650698965,0.0012071064095,6.000418921310606e-07,0.0007311935156,4.846043304596394e-07,0.0030031541467,3.963905410287036e-06,0.0007071064095000001,6.000418921310575e-07,0.6955766640650224,0.0005834834403525133
293869.35,1.194780314534852,5630.65,1.194780314534852,691882.6,3.0561413579872245,8617.4,3.056141357987225,11980.2,64.62631043158815,2267.85,62.521416330726225,0.0012003001367500003,6.820453965903987e-06,0.0007258752666500001,5.330089116775015e-06,0.0029580181798,4.5229286290979716e-05,0.00070030013675,6.820453965903993e-06,0.6889215752858904,0.006668815334191041
293869.56666666665,1.0225241100118645,5630.433333333333,1.0225241100118647,691881.7333333333,2.780087928265739,8618.266666666666,2.780087928265739,12002.133333333333,61.20878658783847,2246.5666666666666,59.261388966360066,0.0011978792578333335,6.5371021351716625e-06,0.0007239798860999999,5.11124591991151e-06,0.0029419678482,4.334764716261066e-05,0.0006978792578333335,6.537102135171668e-06,0.6865540010570375,0.006392147325634927
